,CollegeCode,College,Department,Area
4060,NUG,Nursing,Nursing Administration,Nursing General
4061,NUG,Nursing,Nursing Administration,Nursing General
4062,MEG,Medicine,Basic Sciences,Biochemistry & Molecular Biolo
4063,MEG,Medicine,Ophthalmology & Visual Science,Ophthalmology & Visual Science
4064,LAG,Liberal Arts & Sciences,Mathematical Sciences,Mathematics
4065,BUG,Business,Business Administration,Business
4066,HAG,Hancher,Hancher Administration,Hancher
4067,LAG,Liberal Arts & Sciences,Political Science,Political Sci.
4068,MEG,Medicine,Psychiatry,Psychiatry
4069,DEG,Dentistry,Periodontics,Periodontics
4070,MEG,Medicine,Internal Medicine,Immunology
4071,LAG,Liberal Arts & Sciences,Journalism,Journalism
4072,LAG,Liberal Arts & Sciences,Computer Science,Computer Sci.
4073,ATG,Athletics,Athletics I-Club Membership,Athletics/Men/Endowment/I-Club
4074,HSG,UI Hospitals and Clinics,UI Hospitals and Clinics Admin,Dietary Services
4075,LIG,UI Libraries,University Libraries Admin,UI Libraries
4076,ATG,Athletics,Athletics Non-Membership,Athletic/M or W/Endow/No IClub
4077,MEG,Medicine,Ophthalmology & Visual Science,Ophthalmology & Visual Science
4078,MEG,Medicine,Neurology,Neurology
4079,BUG,Business,Business Administration,Business
4080,MEG,Medicine,Pathology,Pathology
4081,MEG,Medicine,Internal Medicine,Internal Medicine Admin.
4082,LAG,Liberal Arts & Sciences,Political Science,Political Sci.
4083,EDG,Education,Education Administration,Education
4084,ATG,Athletics,Athletics Non-Membership,Athletic/M or W/Endow/No IClub
4085,VSG,Office of Univ Student Life,VP Student Life Admin,VP Student Life
4086,BUG,Business,Business Administration,Business
4087,UnivofIowa,University of Iowa,University of Iowa Administration,University of Iowa Receipt Only
4088,MEG,Medicine,Internal Medicine,Internal Medicine Admin.
4089,NUG,Nursing,Nursing Administration,Nursing General
4090,ATG,Athletics,Athletics I-Club Membership,Athletics/Men/Endowment/I-Club
4091,EDG,Education,Education Administration,Education
4092,BUG,Business,Business Administration,Business
4093,SAG,Student Aid,Student Aid General Admin,Student Aid
4094,DEG,Dentistry,Dentistry Administration,Dentistry Other
4095,MEG,Medicine,Medicine Administration,Medicine Administration
4096,MEG,Medicine,Associated Medical Sciences,Phys. Therapy
4097,LAG,Liberal Arts & Sciences,Art and Art History,Art & Art Hist.
4098,MEG,Medicine,Ophthalmology & Visual Science,Iowa KidsSight
4099,PHG,Pharmacy,Pharmacy Administration,Pharmacy General
4100,BUG,Business,Business Administration,Business
4101,BUG,Business,Accounting Group,Accounting
4102,LAG,Liberal Arts & Sciences,Art and Art History,Art & Art Hist.
4103,HSG,UI Hospitals and Clinics,Children's Miracle Network,Children's Miracle Network
4104,EDG,Education,Education Administration,Education
4105,MEG,Medicine,Pediatrics,Pediatric Rheumatology
4106,HSG,UI Hospitals and Clinics,UI Hospitals and Clinics Admin,UIHC Arts Acquistion
4107,ENG,Engineering,Civil/Environmental Engineer,Civil/Env. Eng.
4108,BUG,Business,Accounting Group,Accounting
4109,SAG,Student Aid,Student Aid General Admin,Student Aid
4110,HSG,UI Hospitals and Clinics,UI Hospitals and Clinics Admin,Ronald McDonald
4111,MEG,Medicine,Basic Sciences,Physiology and Biophysics
4112,MEG,Medicine,Internal Medicine,Gastroenterology/Hepatology
4113,LAG,Liberal Arts & Sciences,Liberal Arts and Sciences Admin,30173 accounts under Area LJ
4114,LAG,Liberal Arts & Sciences,Journalism,Journalism
4115,LWG,Law,Law Foundation,Law Endowment Campaign
4116,LAG,Liberal Arts & Sciences,Literary Arts,Writers' Wrkshp
4117,COG,Collegiate Other,Collegiate Other Admin,Colleg.-Other
4118,MEG,Medicine,Internal Medicine,Internal Medicine Admin.
4119,LAG,Liberal Arts & Sciences,Music,String Quartet-Music
4120,MEG,Medicine,Associated Medical Sciences,Phys. Therapy
4121,HAG,Hancher,Hancher Administration,Hancher
4122,LAG,Liberal Arts & Sciences,Theatre Arts,Theatre Arts
4123,MEG,Medicine,Cancer Center,Cancer Center
4124,ENG,Engineering,Engineering Administration,Engineering
4125,MEG,Medicine,Medicine Administration,Medicine Administration
4126,ATG,Athletics,Athletics Non-Membership,Athletics/Other Men/No I-Club
4127,EDG,Education,Education Administration,Education
4128,NUG,Nursing,Nursing Administration,Nursing Centennial
4129,ENG,Engineering,Engineering Administration,Engineering
4130,PQG,Public Health,Health Management and Policy,Health Management and Policy
4131,LAG,Liberal Arts & Sciences,Journalism,Journalism
4132,LAG,Liberal Arts & Sciences,Literary Arts,English
4133,SAG,Student Aid,Student Aid General Admin,Student Aid
4134,BUG,Business,Business Administration,Business
4135,BUG,Business,Business Administration,Business
4136,ENG,Engineering,Engineering Administration,Engineering
4137,BUG,Business,Accounting Group,Accounting
4138,ENG,Engineering,Engineering Administration,Engineering
4139,LAG,Liberal Arts & Sciences,Chemistry,Chemistry
4140,LAG,Liberal Arts & Sciences,Music,Music
4141,NUG,Nursing,Nursing Administration,Nursing General
4142,ATG,Athletics,Athletics Non-Membership,Athletic/M or W/Endow/No IClub
4143,ENG,Engineering,Biomedical Engineering,Biomedical Eng/IA Inst Bio Eng
4144,LAG,Liberal Arts & Sciences,Literary Arts,Nonfiction Writing
4145,DEG,Dentistry,Dentistry Administration,Dentistry Other
4146,NOG,Non-Collegiate Other,Non-Collegiate Other Admin,Non-Colleg.-Oth
4147,PQG,Public Health,Epidemiology,Epidemiology
4148,EDG,Education,Education Administration,Education
4149,HSG,UI Hospitals and Clinics,UI Children's Hospital,UI Children's Hospital
4150,BUG,Business,Accounting Group,Accounting
4151,MEG,Medicine,Medicine Administration,Medicine Administration
4152,UUG,UI Unrestricted,UI Unrestricted Administration,Human Resources
4153,LIG,UI Libraries,University Libraries Admin,UI Libraries
4154,HSG,UI Hospitals and Clinics,UI Children's Hospital,UI Children's Hospital
4155,MEG,Medicine,Internal Medicine,Internal Medicine Admin.
4156,MEG,Medicine,Orthopaedic Surgery,Orthopaedic Surgery & Children
4157,COG,Collegiate Other,Collegiate Other Admin,Colleg.-Other
4158,GCG,Graduate College,Graduate College Admin,Iowa Center for the Book Arts
4159,NUG,Nursing,Nursing Administration,Nursing General
4160,HSG,UI Hospitals and Clinics,UI Hospitals and Clinics Admin,Rehabilitation Therapies
4161,ATG,Athletics,Athletics Non-Membership,Athletics/Men/Endow/No I-Club
4162,GCG,Graduate College,Graduate College Admin,Graduate College
4163,BUG,Business,Business Administration,Business
4164,ENG,Engineering,Engineering Administration,Engineering
4165,MEG,Medicine,Radiology,Radiology
4166,MEG,Medicine,Ophthalmology & Visual Science,Institute of Vision Research
4167,MEG,Medicine,Ophthalmology & Visual Science,Ophthalmology & Visual Science
4168,MEG,Medicine,Medicine Administration,Medicine Administration
4169,SAG,Student Aid,Student Aid General Admin,Student Aid
4170,SAG,Student Aid,Student Aid General Admin,Priority Scholarship
4171,BUG,Business,Business Administration,Business
4172,MEG,Medicine,Medicine Administration,Medicine Administration
4173,MEG,Medicine,Radiology,Radiology
4174,LAG,Liberal Arts & Sciences,Mathematical Sciences,Mathematics
4175,EDG,Education,Education Administration,Education
4176,ENG,Engineering,Engineering Administration,Engineering Trusts
4177,LAG,Liberal Arts & Sciences,Liberal Arts and Sciences Admin,Liberal Arts & Sciences
4178,ATG,Athletics,Athletics Non-Membership,Athletic/M or W/Endow/No IClub
4179,MEG,Medicine,Basic Sciences,Biochemistry & Molecular Biolo
4180,MEG,Medicine,Neuroscience Institute,Neuroscience Area
4181,GCG,Graduate College,Graduate College Admin,UI Press
4182,ATG,Athletics,Athletics Non-Membership,Athletics/Women/Endow/No IClub
4183,LAG,Liberal Arts & Sciences,Journalism,Journalism
4184,LWG,Law,Law Foundation,Law Foundation
4185,MEG,Medicine,Medicine Administration,Medicine Capital Campaign
4186,BUG,Business,Business Administration,Business
4187,MUG,Museum of Art,Museum Administration,Museum of Art General
4188,MEG,Medicine,Internal Medicine,Hematology/Oncology
4189,LWG,Law,Law Foundation,Law Foundation
4190,AAG,Alumni Association,Alumni Association Admin,Senior College
4191,ENG,Engineering,Engineering Administration,Engineering
4192,GCG,Graduate College,Graduate College Admin,Library Science
4193,MEG,Medicine,Internal Medicine,Division of General Internal Medicine
4194,ENG,Engineering,Engineering Administration,Engineering
4195,SAG,Student Aid,Student Aid General Admin,Student Aid
4196,LAG,Liberal Arts & Sciences,Liberal Arts and Sciences Admin,Liberal Arts & Sciences
4197,LAG,Liberal Arts & Sciences,Department of Biology,Department of Biology
4198,MEG,Medicine,Associated Medical Sciences,Physician Assistant
4199,MEG,Medicine,Ophthalmology & Visual Science,Institute of Vision Research
4200,LAG,Liberal Arts & Sciences,Theatre Arts,Theatre Arts
4201,EDG,Education,Education Administration,REACH - E6
4202,MEG,Medicine,Cancer Center,Cancer Center
4203,COG,Collegiate Other,Collegiate Other Admin,Colleg.-Other
4204,DEG,Dentistry,Orthodontics,Orthodontics
4205,DEG,Dentistry,Dental Research,Dental Research
4206,ENG,Engineering,Engineering Administration,Engineering
4207,MEG,Medicine,Medicine Administration,Medicine Administration
4208,LAG,Liberal Arts & Sciences,Communication Sciences & Disorders,Communication Sciences & Disor
4209,NOG,Non-Collegiate Other,Non-Collegiate Other Admin,Non-Colleg.-Oth
4210,WSG,WSUI/KSUI,WSUI/KSUI Admin,WSUI/KSUI
4211,DEG,Dentistry,Dentistry Administration,Dentistry Student Affairs
4212,MEG,Medicine,Cancer Center,Cancer Center
4213,MEG,Medicine,Orthopaedic Surgery,Orthopaedic Surgery
4214,SAG,Student Aid,Student Aid General Admin,Student Aid
4215,MUG,Museum of Art,Museum Administration,Museum of Art General
4216,LWG,Law,Law Foundation,Law Foundation
4217,EDG,Education,Education Administration,REACH
4218,LIG,UI Libraries,University Libraries Admin,Library Materials
4219,MEG,Medicine,Family Medicine,Family Medicine
4220,LAG,Liberal Arts & Sciences,Music,Music
4221,NUG,Nursing,Nursing Administration,Nursing General
4222,ENG,Engineering,Industrial Engineering,Industrial Engineering
4223,PHG,Pharmacy,Pharmacy Administration,Pharmacy General
4224,LAG,Liberal Arts & Sciences,Mathematical Sciences,Mathematics
4225,IGG,International,International Programs Admin,International Programs
4226,EDG,Education,Education Administration,Education
4227,LWG,Law,Law Foundation,Law Foundation
4228,LAG,Liberal Arts & Sciences,Communication Studies,Communication Studies
4229,ENG,Engineering,Chemical/Materials Engineering,Chem./Mat. Eng.
4230,DEG,Dentistry,Dental Research,Dental Research
4231,EDG,Education,Education Administration,Dept of Teaching & Learning
4232,NUG,Nursing,Nursing Administration,Nursing General
4233,MEG,Medicine,Pediatrics,Pediatric Neonatology
4234,LAG,Liberal Arts & Sciences,World Languages & Cultures,French and Italian
4235,MEG,Medicine,Associated Medical Sciences,Physician Assistant
4236,MEG,Medicine,Medicine Administration,Medicine Administration
4237,MEG,Medicine,Pediatrics,Pediatric Allergy-Pulmonary
4238,SAG,Student Aid,Student Aid General Admin,Student Aid
4239,VSG,Office of Univ Student Life,VP Student Life Admin,VP Student Life
4240,HSG,UI Hospitals and Clinics,Children's Miracle Network,Children's Miracle Network
4241,MEG,Medicine,Ophthalmology & Visual Science,Ophthalmology & Visual Science
4242,ATG,Athletics,Athletics I-Club Membership,Athletics/Men/Endowment/I-Club
4243,PQG,Public Health,Epidemiology,Cancer/Public Health
4244,MEG,Medicine,Basic Sciences,Biochemistry & Molecular Biolo
4245,ATG,Athletics,Athletics I-Club Membership,Athletics/Men/Endowment/I-Club
4246,BUG,Business,Accounting Group,Accounting
4247,NUG,Nursing,Nursing Administration,Nursing General
4248,MEG,Medicine,Medicine Administration,Medicine Administration
4249,EDG,Education,Education Administration,Education
4250,HSG,UI Hospitals and Clinics,UI Children's Hospital,Center for Disabilities & Dev
4251,DEG,Dentistry,Dentistry Administration,Dentistry Student Affairs
4252,LAG,Liberal Arts & Sciences,Physics and Astronomy,Physics & Astr.
4253,MEG,Medicine,Radiation Oncology,Cancer/Radiation Oncology
4254,LAG,Liberal Arts & Sciences,Health & Human Physiology,Sports & Recreation Management
4255,BUG,Business,Accounting Group,Accounting
4256,BUG,Business,MBA,MBA
4257,MEG,Medicine,Eagles Diabetes Research Cente,Eagles Diabetes Research Cente
4258,LAG,Liberal Arts & Sciences,Journalism,Journalism
4259,LAG,Liberal Arts & Sciences,Earth & Environmental Science,Earth & Environmental Sciences
4260,DEG,Dentistry,Preventive & Community Dentist,Preventive & Comm. Dentistry
4261,DEG,Dentistry,Dentistry Administration,Dentistry Student Affairs
4262,MEG,Medicine,Pediatrics,Hematology/Oncology
4263,LWG,Law,Law Foundation,Law Endowment Campaign
4264,MEG,Medicine,Medicine Administration,Medicine Administration
4265,PHG,Pharmacy,Pharmacy Administration,Pharmacy General
4266,SAG,Student Aid,Student Aid General Admin,Student Aid
4267,ATG,Athletics,Athletics Non-Membership,Athletic/M or W/Endow/No IClub
4268,PQG,Public Health,Public Health Administration,Public Health
4269,ATG,Athletics,Athletics Non-Membership,Athletics/Men/Endow/No I-Club
4270,LAG,Liberal Arts & Sciences,Health & Human Physiology,Sports & Recreation Management
4271,ATG,Athletics,Athletics Non-Membership,Athletics/Men/Endow/No I-Club
4272,LWG,Law,Law Foundation,Law Endowment Campaign
4273,LAG,Liberal Arts & Sciences,Literary Arts,Writers' Wrkshp
4274,MEG,Medicine,Basic Sciences,Physiology and Biophysics
4275,EDG,Education,Education Administration,REACH
4276,LIG,UI Libraries,University Libraries Admin,Library Materials
4277,ATG,Athletics,Athletics I-Club Membership,Athletics/Women's/Endow/I-Club
4278,LAG,Liberal Arts & Sciences,World Languages & Cultures,World Languages & Culture
4279,BUG,Business,Business Administration,Business
4280,NUG,Nursing,Nursing Administration,Nursing General
4281,MEG,Medicine,Pediatrics,Pediatrics
4282,BUG,Business,Business Administration,Business
4283,MUG,Museum of Art,Museum Administration,Museum of Art--Gifts in Kind
4284,DEG,Dentistry,Dentistry Administration,Dentistry Student Affairs
4285,MEG,Medicine,Medicine Administration,Medicine Administration
4286,HSG,UI Hospitals and Clinics,UI Hospitals & Clinics Admin,Hospital Other
4287,ENG,Engineering,Engineering Administration,Engineering
4288,PQG,Public Health,Biostatistics,Biostatistics
4289,MEG,Medicine,Orthopaedic Surgery,Orthopaedic Surgery
4290,PHG,Pharmacy,Pharmacy Administration,Pharmacy General
4291,LAG,Liberal Arts & Sciences,Literary Arts,English
4292,MEG,Medicine,Psychiatry,Psychiatry
4293,EDG,Education,Education Administration,Education
4294,MEG,Medicine,Ophthalmology & Visual Science,Ophthalmology & Visual Science
4295,MEG,Medicine,Psychiatry,Psychiatry
4296,LWG,Law,Law Foundation,Law Endowment Campaign
4297,SAG,Student Aid,Student Aid General Admin,Student Aid
4298,LWG,Law,Law Foundation,Law Foundation
4299,MEG,Medicine,Medicine Administration,Medicine Capital Campaign
4300,LAG,Liberal Arts & Sciences,Liberal Arts & Sciences Admin.,Liberal Arts & Sciences
4301,ATG,Athletics,Athletics Non-Membership,Athletic/M or W/Endow/No IClub
4302,HSG,UI Hospitals and Clinics,UI Hospitals and Clinics Admin,UIHC Administration
4303,ENG,Engineering,Industrial Engineering,Industrial Engineering
4304,NUG,Nursing,Nursing Administration,Nursing General
4305,PHG,Pharmacy,Pharmacy Administration,Pharmacy General
4306,ATG,Athletics,Athletics I-Club Membership,Athletics/Men/Endowment/I-Club
4307,LWG,Law,Law Foundation,Law Endowment Campaign
4308,MUG,Museum of Art,Museum Administration,Museum of Art General
4309,LAG,Liberal Arts & Sciences,Communication Studies,Communication Studies
4310,NOG,Non-Collegiate Other,Non-Collegiate Other Admin,Non-Colleg.-Oth
4311,SAG,Student Aid,Student Aid General Admin,Student Aid
4312,MEG,Medicine,Pediatrics,Pediatrics
4313,MEG,Medicine,Cancer Center,Urology/Cancer
4314,MEG,Medicine,Internal Medicine,Gastroenterology/Hepatology
4315,LAG,Liberal Arts & Sciences,Music,Music
4316,MEG,Medicine,Orthopaedic Surgery,Orthopaedic Surgery
4317,LWG,Law,Law Foundation,Law Foundation
4318,HAG,Hancher,Hancher Administration,Hancher
